Image,Label
imgs/train/dessert_plate_s_000192.png,plate
imgs/train/turtle_s_000005.png,turtle
imgs/train/mushroom_s_001005.png,mushroom
imgs/train/icbm_s_000392.png,rocket
imgs/train/wine_palm_s_000123.png,palm_tree
imgs/train/breakfast_table_s_000153.png,table
imgs/train/pinon_pine_s_001228.png,pine_tree
imgs/train/didelphis_virginiana_s_000042.png,possum
imgs/train/armoire_s_000081.png,wardrobe
imgs/train/beaver_s_001511.png,beaver
imgs/train/boy_s_000081.png,boy
imgs/train/forest_s_001481.png,forest
imgs/train/route_s_002291.png,road
imgs/train/kangaroo_s_001956.png,kangaroo
imgs/train/chaise_s_001222.png,chair
imgs/train/forest_s_000144.png,forest
imgs/train/fox_s_001040.png,fox
imgs/train/flatfish_s_000465.png,flatfish
imgs/train/man_s_000985.png,man
imgs/train/bitter_orange_s_000905.png,orange
imgs/train/tiger_s_001271.png,tiger
imgs/train/eagle_ray_s_000171.png,ray
imgs/train/rose_s_001917.png,rose
imgs/train/possum_s_000350.png,possum
imgs/train/temple_orange_s_000014.png,orange
imgs/train/opossum_s_000065.png,possum
imgs/train/cycle_s_002598.png,bicycle
imgs/train/salix_alba_s_000332.png,willow_tree
imgs/train/television_system_s_001769.png,television
imgs/train/dolphin_s_000421.png,dolphin
imgs/train/lounge_chair_s_001124.png,chair
imgs/train/atlantic_bottlenose_dolphin_s_000021.png,dolphin
imgs/train/raccoon_s_001121.png,raccoon
imgs/train/cattle_s_000366.png,cattle
imgs/train/wtc_s_002253.png,skyscraper
imgs/train/television_s_000053.png,television
imgs/train/oak_tree_s_000106.png,oak_tree
imgs/train/poppy_s_001932.png,poppy
imgs/train/missy_s_000260.png,girl
imgs/train/hedgehog_s_000950.png,porcupine
imgs/train/discharge_lamp_s_001121.png,lamp
imgs/train/castor_canadensis_s_000795.png,beaver
imgs/train/worm_s_001047.png,worm
imgs/train/hedgehog_s_000483.png,porcupine
imgs/train/masked_shrew_s_000089.png,shrew
imgs/train/sour_orange_s_001216.png,orange
imgs/train/crab_s_001407.png,crab
imgs/train/whale_s_000867.png,whale
imgs/train/minibike_s_000824.png,motorcycle
imgs/train/nile_crocodile_s_001013.png,crocodile
imgs/train/forest_s_001851.png,forest
imgs/train/dinosaur_s_002033.png,dinosaur
imgs/train/keyboard_s_001222.png,keyboard
imgs/train/argiope_aurantia_s_000308.png,spider
imgs/train/flounder_s_001779.png,flatfish
imgs/train/adam_s_002034.png,man
imgs/train/common_opossum_s_000023.png,possum
imgs/train/chalice_s_001706.png,cup
imgs/train/tank_s_000640.png,tank
imgs/train/plaice_s_000550.png,flatfish
imgs/train/sunflower_s_000444.png,sunflower
imgs/train/snake_s_000451.png,snake
imgs/train/keyboard_s_000055.png,keyboard
imgs/train/orchid_s_000878.png,orchid
imgs/train/cup_s_001227.png,cup
imgs/train/raccoon_s_002187.png,raccoon
imgs/train/rabbit_s_001952.png,rabbit
imgs/train/seal_s_001343.png,seal
imgs/train/chimp_s_002067.png,chimpanzee
imgs/train/opossum_s_001219.png,possum
imgs/train/poppy_s_001961.png,poppy
imgs/train/seal_s_000038.png,seal
imgs/train/macoun_s_000065.png,apple
imgs/train/banded_gecko_s_000650.png,lizard
imgs/train/beetle_s_000229.png,beetle
imgs/train/footbridge_s_000052.png,bridge
imgs/train/cattle_s_001978.png,cattle
imgs/train/male_child_s_000374.png,boy
imgs/train/elephant_s_002362.png,elephant
imgs/train/saucer_s_001505.png,plate
imgs/train/spider_s_000009.png,spider
imgs/train/lobster_s_000715.png,lobster
imgs/train/tram_s_000475.png,streetcar
imgs/train/spider_s_000773.png,spider
imgs/train/black_woman_s_000982.png,woman
imgs/train/lion_cub_s_000553.png,lion
imgs/train/man_s_000436.png,man
imgs/train/numbfish_s_000023.png,ray
imgs/train/squirrel_s_001451.png,squirrel
imgs/train/divided_highway_s_001338.png,road
imgs/train/sorex_araneus_s_000172.png,shrew
imgs/train/motorcycle_s_001856.png,motorcycle
imgs/train/streetcar_s_001848.png,streetcar
imgs/train/wardrobe_s_000359.png,wardrobe
imgs/train/telephone_set_s_001471.png,telephone
imgs/train/step_rocket_s_000566.png,rocket
imgs/train/keyboard_s_000991.png,keyboard
imgs/train/shark_s_000459.png,shark
imgs/train/baby_s_000449.png,baby
imgs/train/cain_s_000179.png,man
imgs/train/mount_s_000197.png,mountain
imgs/train/hedgehog_s_000032.png,porcupine
imgs/train/panthera_leo_s_000716.png,lion
imgs/train/butterfly_s_000777.png,butterfly
imgs/train/alp_s_002103.png,mountain
imgs/train/ring_road_s_000322.png,road
imgs/train/rabbit_s_001665.png,rabbit
imgs/train/lawn_mower_s_000052.png,lawn_mower
imgs/train/house_s_000992.png,house
imgs/train/lobster_s_001705.png,lobster
imgs/train/hamster_s_001834.png,hamster
imgs/train/chimp_s_000280.png,chimpanzee
imgs/train/garden_snail_s_000398.png,snail
imgs/train/house_s_000333.png,house
imgs/train/keyboard_s_001475.png,keyboard
imgs/train/bicycle_s_000537.png,bicycle
imgs/train/soda_bottle_s_001739.png,bottle
imgs/train/poppy_s_002423.png,poppy
imgs/train/telephone_set_s_000154.png,telephone
imgs/train/computer_keyboard_s_000417.png,keyboard
imgs/train/cattle_s_001528.png,cattle
imgs/train/orchid_s_001818.png,orchid
imgs/train/computer_keyboard_s_001353.png,keyboard
imgs/train/goblet_s_000234.png,cup
imgs/train/male_child_s_000659.png,boy
imgs/train/tractor_s_000753.png,tractor
imgs/train/train_s_002155.png,train
imgs/train/train_s_000511.png,train
imgs/train/spider_s_001311.png,spider
imgs/train/racoon_s_000375.png,raccoon
imgs/train/tram_s_000405.png,streetcar
imgs/train/chimpanzee_s_001180.png,chimpanzee
imgs/train/spider_s_001685.png,spider
imgs/train/electric_lamp_s_000649.png,lamp
imgs/train/ankylosaurus_s_001671.png,dinosaur
imgs/train/clock_s_000835.png,clock
imgs/train/school_bus_s_001438.png,bus
imgs/train/sofa_s_000004.png,couch
imgs/train/male_child_s_000924.png,boy
imgs/train/macropus_giganteus_s_000175.png,kangaroo
imgs/train/bowl_s_001230.png,bowl
imgs/train/salix_alba_s_000012.png,willow_tree
imgs/train/orchid_s_000499.png,orchid
imgs/train/rabbit_s_000297.png,rabbit
imgs/train/keyboard_s_000032.png,keyboard
imgs/train/discharge_lamp_s_000675.png,lamp
imgs/train/leopard_s_001332.png,leopard
imgs/train/moped_s_000169.png,motorcycle
imgs/train/motorcycle_s_001453.png,motorcycle
imgs/train/mushroom_s_001593.png,mushroom
imgs/train/boy_s_002307.png,boy
imgs/train/cloud_s_001591.png,cloud
imgs/train/cloud_s_000856.png,cloud
imgs/train/bulldozer_s_001774.png,tractor
imgs/train/shumard_oak_s_000107.png,oak_tree
imgs/train/man_s_000926.png,man
imgs/train/infant_s_000851.png,baby
imgs/train/bowhead_s_001056.png,whale
imgs/train/lion_s_001676.png,lion
imgs/train/telephone_set_s_000659.png,telephone
imgs/train/fox_s_001649.png,fox
imgs/train/raccoon_s_000598.png,raccoon
imgs/train/caterpillar_s_000459.png,caterpillar
imgs/train/adam_s_002658.png,man
imgs/train/raccoon_s_001641.png,raccoon
imgs/train/date_palm_s_000159.png,palm_tree
imgs/train/bartlett_pear_s_000454.png,pear
imgs/train/cichlid_fish_s_000335.png,aquarium_fish
imgs/train/gecko_s_000199.png,lizard
imgs/train/boy_s_001906.png,boy
imgs/train/sunflower_s_001373.png,sunflower
imgs/train/cirrocumulus_cloud_s_000515.png,cloud
imgs/train/railroad_train_s_000200.png,train
imgs/train/palm_tree_s_001513.png,palm_tree
imgs/train/cattle_s_000659.png,cattle
imgs/train/byway_s_000036.png,road
imgs/train/raccoon_s_002225.png,raccoon
imgs/train/goblet_s_000954.png,cup
imgs/train/carassius_auratus_s_000432.png,aquarium_fish
imgs/train/bosc_s_000204.png,pear
imgs/train/guitarfish_s_000596.png,ray
imgs/train/bed_s_001459.png,bed
imgs/train/bus_s_000314.png,bus
imgs/train/colubrid_s_000836.png,snake
imgs/train/bee_s_002016.png,bee
imgs/train/table_s_000769.png,table
imgs/train/beetle_s_000181.png,beetle
imgs/train/mower_s_000031.png,lawn_mower
imgs/train/lapin_s_002229.png,rabbit
imgs/train/squirrel_s_000142.png,squirrel
imgs/train/drawbridge_s_001392.png,bridge
imgs/train/mus_musculus_s_001086.png,mouse
imgs/train/porcupine_s_001592.png,porcupine
imgs/train/dungeness_crab_s_000469.png,crab
imgs/train/safety_bike_s_000482.png,bicycle
imgs/train/navel_orange_s_000469.png,orange
imgs/train/serengeti_s_001565.png,plain
imgs/train/roundworm_s_000036.png,worm
imgs/train/grey_wolf_s_001623.png,wolf
imgs/train/army_tank_s_000896.png,tank
imgs/train/red_delicious_s_000552.png,apple
imgs/train/worm_snake_s_000429.png,snake
imgs/train/elephant_s_002874.png,elephant
imgs/train/bowl_s_000883.png,bowl
imgs/train/baby_s_000255.png,baby
imgs/train/beetle_s_001769.png,beetle
imgs/train/lion_s_000032.png,lion
imgs/train/sweet_pepper_s_000638.png,sweet_pepper
imgs/train/grey_wolf_s_001289.png,wolf
imgs/train/trout_s_000574.png,trout
imgs/train/sunflower_s_001720.png,sunflower
imgs/train/cup_s_000922.png,cup
imgs/train/leopard_s_000559.png,leopard
imgs/train/northern_spy_s_000602.png,apple
imgs/train/sunflower_s_001391.png,sunflower
imgs/train/bed_s_001452.png,bed
imgs/train/divided_highway_s_000832.png,road
imgs/train/plain_s_001151.png,plain
imgs/train/dolphin_s_001674.png,dolphin
imgs/train/white_woman_s_000709.png,woman
imgs/train/sunflower_s_001846.png,sunflower
imgs/train/armchair_s_000265.png,chair
imgs/train/possum_s_000343.png,possum
imgs/train/raccoon_s_002845.png,raccoon
imgs/train/bowl_s_001218.png,bowl
imgs/train/skunk_s_000384.png,skunk
imgs/train/orchid_s_001270.png,orchid
imgs/train/bosc_s_000883.png,pear
imgs/train/tv_s_002465.png,television
imgs/train/raccoon_s_000022.png,raccoon
imgs/train/raccoon_s_000090.png,raccoon
imgs/train/mako_s_001445.png,shark
imgs/train/butterfly_orchid_s_001188.png,orchid
imgs/train/panthera_tigris_s_000539.png,tiger
imgs/train/panthera_pardus_s_000246.png,leopard
imgs/train/bungalow_s_000578.png,house
imgs/train/squirrel_s_000430.png,squirrel
imgs/train/tv_s_000033.png,television
imgs/train/bear_s_002131.png,bear
imgs/train/ankylosaurus_s_000716.png,dinosaur
imgs/train/lion_s_002042.png,lion
imgs/train/lift_bridge_s_000070.png,bridge
imgs/train/shark_s_001047.png,shark
imgs/train/golden_willow_s_000013.png,willow_tree
imgs/train/cirrocumulus_s_001438.png,cloud
imgs/train/willow_tree_s_001348.png,willow_tree
imgs/train/breakfast_table_s_000858.png,table
imgs/train/oxen_s_001941.png,cattle
imgs/train/poppy_s_000601.png,poppy
imgs/train/northern_spy_s_000766.png,apple
imgs/train/chimpanzee_s_000577.png,chimpanzee
imgs/train/male_child_s_001502.png,boy
imgs/train/syrian_hamster_s_001413.png,hamster
imgs/train/opossum_s_001043.png,possum
imgs/train/world_trade_center_s_001237.png,skyscraper
imgs/train/field_s_001255.png,plain
imgs/train/bear_s_000044.png,bear
imgs/train/squirrel_s_002376.png,squirrel
imgs/train/sunflower_s_001415.png,sunflower
imgs/train/argiope_aurantia_s_000726.png,spider
imgs/train/stone_crab_s_001783.png,crab
imgs/train/lapin_s_002654.png,rabbit
imgs/train/seal_s_001016.png,seal
imgs/train/male_child_s_001512.png,boy
imgs/train/camelus_dromedarius_s_000230.png,camel
imgs/train/indian_elephant_s_000094.png,elephant
imgs/train/dirt_bike_s_000124.png,motorcycle
imgs/train/lift_bridge_s_000903.png,bridge
imgs/train/rainbow_trout_s_000750.png,trout
imgs/train/aegean_s_000757.png,sea
imgs/train/television_s_002468.png,television
imgs/train/garden_snail_s_000966.png,snail
imgs/train/dromedary_s_000084.png,camel
imgs/train/tiger_beetle_s_000921.png,beetle
imgs/train/pickup_s_001180.png,pickup_truck
imgs/train/mushroom_s_002093.png,mushroom
imgs/train/river_otter_s_000386.png,otter
imgs/train/panzer_s_000067.png,tank
imgs/train/baby_s_002466.png,baby
imgs/train/bear_s_001647.png,bear
imgs/train/tractor_s_001465.png,tractor
imgs/train/bowl_s_000101.png,bowl
imgs/train/bear_s_002027.png,bear
imgs/train/boy_s_000158.png,boy
imgs/train/reclining_chair_s_000127.png,chair
imgs/train/manual-beaver034.png,beaver
imgs/train/minibike_s_001863.png,motorcycle
imgs/train/crocodile_s_002271.png,crocodile
imgs/train/minibike_s_001177.png,motorcycle
imgs/train/beetle_s_001021.png,beetle
imgs/train/stingray_s_002101.png,ray
imgs/train/bear_cub_s_001016.png,bear
imgs/train/lapin_s_000097.png,rabbit
imgs/train/palm_tree_s_001619.png,palm_tree
imgs/train/soda_bottle_s_000645.png,bottle
imgs/train/banded_gecko_s_000157.png,lizard
imgs/train/fin_whale_s_000867.png,whale
imgs/train/cain_s_000459.png,man
imgs/train/bell_pepper_s_000991.png,sweet_pepper
imgs/train/rushlight_s_000226.png,lamp
imgs/train/pickup_s_001808.png,pickup_truck
imgs/train/surveillance_system_s_001215.png,television
imgs/train/pine_tree_s_000025.png,pine_tree
imgs/train/caterpillar_s_000225.png,caterpillar
imgs/train/motorcycle_s_001792.png,motorcycle
imgs/train/built_in_bed_s_000558.png,bed
imgs/train/tiger_s_000274.png,tiger
imgs/train/dungeness_crab_s_000178.png,crab
imgs/train/chimp_s_000637.png,chimpanzee
imgs/train/oriental_cockroach_s_001588.png,cockroach
imgs/train/valencia_orange_s_000882.png,orange
imgs/train/causeway_s_000413.png,road
imgs/train/mount_s_001947.png,mountain
imgs/train/bulldozer_s_001897.png,tractor
imgs/train/willow_tree_s_001747.png,willow_tree
imgs/train/lady_tulip_s_000107.png,tulip
imgs/train/tiger_beetle_s_000209.png,beetle
imgs/train/school_bus_s_000236.png,bus
imgs/train/nematode_s_001472.png,worm
imgs/train/alp_s_000837.png,mountain
imgs/train/alarm_clock_s_000740.png,clock
imgs/train/palm_tree_s_000276.png,palm_tree
imgs/train/stingray_s_001539.png,ray
imgs/train/minibus_s_001401.png,bus
imgs/train/wolf_pup_s_001918.png,wolf
imgs/train/apis_mellifera_s_001442.png,bee
imgs/train/cattle_s_000150.png,cattle
imgs/train/world_trade_center_s_000024.png,skyscraper
imgs/train/rabbit_s_000039.png,rabbit
imgs/train/pop_bottle_s_001263.png,bottle
imgs/train/sea_s_000630.png,sea
imgs/train/hedgehog_s_001903.png,porcupine
imgs/train/adriatic_sea_s_001411.png,sea
imgs/train/caterpillar_s_001744.png,caterpillar
imgs/train/river_otter_s_000223.png,otter
imgs/train/fox_s_001599.png,fox
imgs/train/caterpillar_s_002191.png,caterpillar
imgs/train/pearmain_s_000139.png,apple
imgs/train/date_palm_s_000021.png,palm_tree
imgs/train/cloud_s_000031.png,cloud
imgs/train/striped_skunk_s_001335.png,skunk
imgs/train/rose_s_000123.png,rose
imgs/train/hognose_snake_s_000782.png,snake
imgs/train/lobster_s_001171.png,lobster
imgs/train/raccoon_s_001131.png,raccoon
imgs/train/trout_s_001341.png,trout
imgs/train/couch_s_000195.png,couch
imgs/train/pickup_s_000169.png,pickup_truck
imgs/train/train_s_001419.png,train
imgs/train/pachycephalosaurus_s_001100.png,dinosaur
imgs/train/byway_s_001933.png,road
imgs/train/female_child_s_000940.png,girl
imgs/train/butterfly_orchid_s_001933.png,orchid
imgs/train/garden_snail_s_001564.png,snail
imgs/train/timber_wolf_s_001336.png,wolf
imgs/train/red_delicious_s_001189.png,apple
imgs/train/rose_s_001126.png,rose
imgs/train/striped_skunk_s_001123.png,skunk
imgs/train/field_s_000442.png,plain
imgs/train/rabbit_s_001088.png,rabbit
imgs/train/bed_s_000680.png,bed
imgs/train/pickup_s_000872.png,pickup_truck
imgs/train/sunflower_s_000507.png,sunflower
imgs/train/alp_s_001957.png,mountain
imgs/train/plate_s_000583.png,plate
imgs/train/chalice_s_000481.png,cup
imgs/train/banded_gecko_s_000308.png,lizard
imgs/train/palm_s_001288.png,palm_tree
imgs/train/sunflower_s_002364.png,sunflower
imgs/train/fishplate_s_000122.png,plate
imgs/train/king_of_beasts_s_001934.png,lion
imgs/train/reclining_chair_s_001474.png,chair
imgs/train/kangaroo_s_000337.png,kangaroo
imgs/train/armoured_combat_vehicle_s_000442.png,tank
imgs/train/tv_s_000971.png,television
imgs/train/mount_s_001367.png,mountain
imgs/train/armored_combat_vehicle_s_000092.png,tank
imgs/train/oriental_cockroach_s_000660.png,cockroach
imgs/train/beetle_s_000140.png,beetle
imgs/train/panthera_tigris_s_000518.png,tiger
imgs/train/discharge_lamp_s_001205.png,lamp
imgs/train/kangaroo_s_002432.png,kangaroo
imgs/train/seal_s_001302.png,seal
imgs/train/oil_palm_s_000902.png,palm_tree
imgs/train/beaver_s_000300.png,beaver
imgs/train/streetcar_s_001199.png,streetcar
imgs/train/black_woman_s_000361.png,woman
imgs/train/wolf_pup_s_001346.png,wolf
imgs/train/butterfly_s_001034.png,butterfly
imgs/train/man_s_001512.png,man
imgs/train/cirrostratus_s_000880.png,cloud
imgs/train/tractor_s_000670.png,tractor
imgs/train/phone_s_002177.png,telephone
imgs/train/bell_pepper_s_000521.png,sweet_pepper
imgs/train/orchid_s_001494.png,orchid
imgs/train/crocodylus_niloticus_s_000031.png,crocodile
imgs/train/motor_mower_s_000278.png,lawn_mower
imgs/train/willow_tree_s_002039.png,willow_tree
imgs/train/carassius_auratus_s_000240.png,aquarium_fish
imgs/train/streetcar_s_001216.png,streetcar
imgs/train/spider_s_002036.png,spider
imgs/train/dolphin_s_001789.png,dolphin
imgs/train/castle_s_002549.png,castle
imgs/train/mourning_cloak_s_000845.png,butterfly
imgs/train/guitarfish_s_000177.png,ray
imgs/train/recliner_s_001853.png,chair
imgs/train/butterfly_orchid_s_000220.png,orchid
imgs/train/tulip_s_001088.png,tulip
imgs/train/forest_s_000628.png,forest
imgs/train/bartlett_s_000802.png,pear
imgs/train/rabbit_s_001687.png,rabbit
imgs/train/alp_s_000839.png,mountain
imgs/train/adriatic_sea_s_002055.png,sea
imgs/train/pine_tree_s_001493.png,pine_tree
imgs/train/army_tank_s_000588.png,tank
imgs/train/clock_s_002353.png,clock
imgs/train/indian_elephant_s_000201.png,elephant
imgs/train/panzer_s_000006.png,tank
imgs/train/palace_s_001469.png,castle
imgs/train/panthera_pardus_s_000718.png,leopard
imgs/train/poppy_s_000707.png,poppy
imgs/train/crab_s_001193.png,crab
imgs/train/field_s_001814.png,plain
imgs/train/nile_crocodile_s_001648.png,crocodile
imgs/train/anjou_s_000404.png,pear
imgs/train/oxen_s_001496.png,cattle
imgs/train/wolf_cub_s_001051.png,wolf
imgs/train/tiger_s_000719.png,tiger
imgs/train/bowl_s_000643.png,bowl
imgs/train/elephant_s_002867.png,elephant
imgs/train/cloud_s_000879.png,cloud
imgs/train/table_s_002781.png,table
imgs/train/shrew_s_000446.png,shrew
imgs/train/porcupine_s_000275.png,porcupine
imgs/train/armoire_s_000304.png,wardrobe
imgs/train/snail_s_002283.png,snail
imgs/train/train_s_001132.png,train
imgs/train/field_s_001105.png,plain
imgs/train/bed_s_001805.png,bed
imgs/train/cichlid_fish_s_000840.png,aquarium_fish
imgs/train/saucer_s_000150.png,plate
imgs/train/right_whale_s_000132.png,whale
imgs/train/plaice_s_000350.png,flatfish
imgs/train/balaenoptera_physalus_s_000007.png,whale
imgs/train/pear_s_001156.png,pear
imgs/train/plaice_s_000110.png,flatfish
imgs/train/cirrostratus_s_000901.png,cloud
imgs/train/computer_keyboard_s_002296.png,keyboard
imgs/train/lobster_s_002082.png,lobster
imgs/train/lawn_mower_s_000203.png,lawn_mower
imgs/train/research_rocket_s_000047.png,rocket
imgs/train/tractor_s_001897.png,tractor
imgs/train/lobster_s_000076.png,lobster
imgs/train/silver_maple_s_001252.png,maple_tree
imgs/train/bartlett_pear_s_000444.png,pear
imgs/train/boy_s_002179.png,boy
imgs/train/minibike_s_001969.png,motorcycle
imgs/train/shrew_s_001585.png,shrew
imgs/train/baby_s_001993.png,baby
imgs/train/boy_s_001803.png,boy
imgs/train/balaenoptera_physalus_s_000115.png,whale
imgs/train/field_mouse_s_000921.png,mouse
imgs/train/house_s_000981.png,house
imgs/train/pine_s_000436.png,pine_tree
imgs/train/adriatic_s_002852.png,sea
imgs/train/breakfast_table_s_001147.png,table
imgs/train/dozer_s_000609.png,tractor
imgs/train/breakfast_table_s_001484.png,table
imgs/train/rose_s_001319.png,rose
imgs/train/soda_can_s_000473.png,can
imgs/train/adriatic_sea_s_000597.png,sea
imgs/train/velocipede_s_001585.png,bicycle
imgs/train/moped_s_000035.png,motorcycle
imgs/train/elephant_s_002404.png,elephant
imgs/train/eve_s_000004.png,woman
imgs/train/plaice_s_000047.png,flatfish
imgs/train/baby_s_002128.png,baby
imgs/train/water_shrew_s_000191.png,shrew
imgs/train/poppy_s_001264.png,poppy
imgs/train/sea_s_002165.png,sea
imgs/train/train_s_001394.png,train
imgs/train/red_fox_s_000435.png,fox
imgs/train/disciotis_venosa_s_000196.png,mushroom
imgs/train/macoun_s_000441.png,apple
imgs/train/lift_bridge_s_000420.png,bridge
imgs/train/crab_s_002209.png,crab
imgs/train/bartlett_pear_s_000233.png,pear
imgs/train/poppy_s_001733.png,poppy
imgs/train/bartlett_pear_s_000472.png,pear
imgs/train/indian_elephant_s_000796.png,elephant
imgs/train/rabbit_s_001146.png,rabbit
imgs/train/yellowtail_flounder_s_000243.png,flatfish
imgs/train/coffee_can_s_001622.png,can
imgs/train/little_girl_s_000041.png,girl
imgs/train/black_woman_s_001350.png,woman
imgs/train/male_child_s_001793.png,boy
imgs/train/tv_s_001357.png,television
imgs/train/kangaroo_s_002285.png,kangaroo
imgs/train/oak_tree_s_000047.png,oak_tree
imgs/train/bulldozer_s_000838.png,tractor
imgs/train/discharge_lamp_s_001516.png,lamp
imgs/train/wtc_s_002086.png,skyscraper
imgs/train/tiger_beetle_s_000003.png,beetle
imgs/train/butterfly_orchid_s_000865.png,orchid
imgs/train/skyscraper_s_001185.png,skyscraper
imgs/train/delphinus_delphis_s_000307.png,dolphin
imgs/train/pine_tree_s_001916.png,pine_tree
imgs/train/breakfast_table_s_001115.png,table
imgs/train/bear_cub_s_000055.png,bear
imgs/train/rainbow_trout_s_001311.png,trout
imgs/train/man_s_001569.png,man
imgs/train/lapin_s_000175.png,rabbit
imgs/train/lion_s_001571.png,lion
imgs/train/mount_s_002677.png,mountain
imgs/train/apis_mellifera_s_000067.png,bee
imgs/train/forest_s_001829.png,forest
imgs/train/bunk_s_000515.png,bed
imgs/train/butterfly_s_001030.png,butterfly
imgs/train/garden_snail_s_001207.png,snail
imgs/train/flying_gecko_s_000107.png,lizard
imgs/train/byway_s_001963.png,road
imgs/train/sunflower_s_001371.png,sunflower
imgs/train/wardrobe_s_000411.png,wardrobe
imgs/train/raccoon_s_002036.png,raccoon
imgs/train/shark_s_001677.png,shark
imgs/train/palm_tree_s_002039.png,palm_tree
imgs/train/dozer_s_000602.png,tractor
imgs/train/valencia_orange_s_000296.png,orange
imgs/train/clock_s_002064.png,clock
imgs/train/test_rocket_s_000008.png,rocket
